date,target,sp500_ret_l1,gold_ret_l1,oil_ret_l1,eur_usd_ret_l1,usd_chf_ret_l1,gdp_growth_l1,cpi_inflation_l1,rate_change_l1
2010-07-20,0.0120028113585474,0.0058892434761987,-0.0080895449757791,0.0087438621794146,0.0034000496397416455,0.00019005986943085122,0.0,0.0,0.0
2010-07-21,-0.0137933221323357,0.0110303755434306,0.0079181066074526,0.0103927032402595,-0.004484312447328687,-0.004094268990005955,0.0,0.0,0.0
2010-07-22,0.0249985365924952,-0.0130829980219068,-0.0068817475890538,-0.0179662902714834,-0.006764400088542037,0.0037141131215234252,0.0,0.0,0.0
2010-07-23,0.0063160397269884,0.0220763595455934,0.0087060576623593,0.035050988286128,0.006609409387673807,-0.011183981220805642,0.0,0.0,0.0
2010-07-26,0.0082162624371515,0.0086415237352736,-0.0066365561908,-0.0008473379973154,-0.0022500688392847463,0.012039128785864054,0.0,0.0,0.0
2010-07-27,-0.0004307559833996,0.0103618533082427,-0.0049220772054283,-0.0011309020147902,0.008431035747692177,-0.004664675981726133,0.0,0.0,0.0
2010-07-28,-0.0080026381449752,-8.964188074673748e-05,-0.0175527363772679,-0.0194236326456496,0.0,0.013458643107311366,0.0,0.0,0.0
2010-07-29,-0.0074106703576627,-0.0064754250909797,0.0023758205552532,-0.0089816625808775,0.0011546900940407779,-0.004150949356419205,0.0,0.0,0.0
2010-07-30,0.0021853155549977,-0.004884235469506,0.0044548190901152,0.0201677823770339,0.0050648561960067815,-0.015817385511469446,0.0,0.0,0.0
2010-08-02,0.0185991520630735,-0.0001813565474684,0.0104623677143794,0.0079545873984619,0.0003826579467349289,-0.00019210450544144078,0.0,0.0,0.0
2010-08-03,-0.0042946168648373,0.0223297624753247,0.0004328442261233,0.03174869831458,0.008002176603602291,-0.002982348643725439,0.0,0.0,0.0
2010-08-04,0.0100206388341117,-0.0048004359230859,0.0038871901406651,0.0117183518357764,0.004921828737018811,0.00048162597858216263,0.0,0.0,0.0
