theoretical_quantile_t,sample_quantile,reference_line
-0.71215810470454,-0.5056204415858481,-0.5749416281618178
-0.7111210602404962,-0.5053910274897961,-0.5741092128147006
-0.710084839007221,-0.5051342111866337,-0.573277458258851
-0.7090494386908724,-0.5027344096428423,-0.5724463626369934
-0.708014856985559,-0.5016704063583451,-0.5716159240982335
-0.7069810915933008,-0.5015552389888704,-0.5707861407980277
-0.7059481402239902,-0.5011433818527522,-0.5699570108981515
-0.7049160005953548,-0.5000660522990131,-0.5691285325666692
-0.7038846704329174,-0.49930251995592856,-0.5683007039779024
-0.7028541474699601,-0.4967777690699535,-0.567473523312401
-0.7018244294474858,-0.49667348845359094,-0.566646988756912
-0.7007955141141801,-0.493128541578139,-0.5658210985043493
-0.699767399226376,-0.492051020502318,-0.5649958507537652
-0.698740082548016,-0.48938567500445734,-0.5641712437103201
-0.6977135618506138,-0.48826687169103283,-0.5633472755852514
-0.6966878349132208,-0.4864296966757151,-0.5625239445958471
-0.6956628995223872,-0.4861269488766055,-0.5617012489654142
-0.6946387534721266,-0.48599577952652884,-0.5608791869232505
-0.6936153945638812,-0.4857836738760178,-0.5600577567046165
-0.6925928206064855,-0.4856006285369533,-0.5592369565507067
-0.6915710294161291,-0.48528637886659787,-0.5584167847086189
-0.6905500188163245,-0.48528539322455166,-0.557597239431329
-0.6895297866378698,-0.4850724453765547,-0.5567783189776611
-0.6885103307188151,-0.4832366921080021,-0.5559600216122602
-0.687491648904427,-0.4815409709249474,-0.555142345605564
-0.6864737390471537,-0.48123748435889574,-0.5543252892337743
-0.6854565990065927,-0.48097078261124543,-0.553508850778832
-0.6844402266494551,-0.48006398942275286,-0.5526930285283878
-0.683424619849532,-0.4799097515270188,-0.551877820775775
-0.6824097764876611,-0.47967921989735446,-0.5510632258199837
-0.6813956944516937,-0.47910754009246814,-0.5502492419656333
-0.6803823716364604,-0.4785402231756341,-0.5494358675229455
-0.6793698059437382,-0.4772608447020059,-0.5486231008077174
-0.6783579952822185,-0.47627422047066065,-0.5478109401412966
-0.6773469375674738,-0.47516799254105263,-0.5469993838505538
-0.6763366307219252,-0.47434669620218567,-0.5461884302678569
-0.6753270726748103,-0.47415318958716873,-0.5453780777310455
-0.6743182613621499,-0.47353825596498816,-0.5445683245834038
-0.6733101947267184,-0.47288067025205,-0.5437591691736368
-0.6723028707180085,-0.47230170006388106,-0.5429506098558424
-0.6712962872922046,-0.46896845056846226,-0.5421426449894896
-0.6702904424121473,-0.4685096665928561,-0.5413352729393905
-0.669285334047301,-0.4680507239665747,-0.5405284920756738
-0.6682809601737287,-0.4678371214987076,-0.5397223007737647
-0.6672773187740568,-0.4675561666152905,-0.5389166974143568
-0.666274407837444,-0.4675338433752178,-0.538111680383387
-0.6652722253595523,-0.4672935471402893,-0.5373072480720124
-0.664270769342517,-0.46727319525880834,-0.5365033988765859
-0.6632700377949164,-0.46510989442546474,-0.5357001311986324
-0.6622700287317396,-0.4641284727604299,-0.534897443444822
-0.6612707401743593,-0.4640524432030287,-0.5340953340269496
-0.6602721701505009,-0.46226512423568317,-0.5332938013619088
-0.6592743166942128,-0.46157710745419134,-0.5324928438716685
-0.6582771778458381,-0.46154545611610964,-0.5316924599832503
-0.6572807516519846,-0.46047159896713696,-0.5308926481287046
-0.6562850361654963,-0.46022019360660343,-0.5300934067450872
-0.6552900294454225,-0.4585709749846589,-0.529294734274435
-0.6542957295569927,-0.45782362228435386,-0.5284966291637452
-0.653302134571585,-0.45757252690017636,-0.5276990898649508
-0.6523092425667005,-0.45733219880342274,-0.5269021148348996
-0.6513170516259306,-0.4573104356760626,-0.5261057025353275
-0.6503255598389338,-0.4572239210093251,-0.525309851432841
-0.649334765301406,-0.45529067596581296,-0.5245145599988923
-0.648344666115052,-0.4552199834788325,-0.5237198267097568
-0.6473552603875578,-0.45436117353081473,-0.5229256500465109
-0.6463665462325643,-0.45348040306468157,-0.5221320284950113
-0.6453785217696398,-0.45151339022942716,-0.5213389605458719
-0.6443911851242525,-0.451331425424241,-0.5205464446944427
-0.6434045344277428,-0.45125382873000525,-0.5197544794407871
-0.6424185678172979,-0.45086247800799223,-0.5189630632896617
-0.6414332834359249,-0.45010565456759777,-0.5181721947504945
-0.6404486794324221,-0.44921524278265657,-0.5173818723373621
-0.6394647539613556,-0.4477639230281343,-0.5165920945689706
-0.638481505183032,-0.44463292299771273,-0.5158028599686341
-0.6374989312634707,-0.4444377848685549,-0.5150141670642521
-0.6365170303743801,-0.44425543795154987,-0.5142260143882907
-0.635535800693131,-0.4442321959980063,-0.513438400477761
-0.6345552404027303,-0.44062677688879637,-0.5126513238741982
-0.6335753476917962,-0.4402597591059164,-0.5118647831236415
-0.6325961207545319,-0.4399856467853455,-0.5110787767766127
-0.6316175577907027,-0.43496080653541225,-0.510293303388099
-0.6306396570056065,-0.4337473864216758,-0.5095083615175278
-0.6296624166100546,-0.4336962261713895,-0.5087239497287523
-0.6286858348203408,-0.4328687910166942,-0.5079400665900264
-0.6277099098582207,-0.43187386798224686,-0.5071567106739882
-0.6267346399508871,-0.43094097275687854,-0.5063738805576395
-0.6257600233309423,-0.4304939490177816,-0.5055915748223251
-0.6247860582363768,-0.43038553121702655,-0.5048097920537141
-0.6238127429105442,-0.4286828482233266,-0.504028530841781
-0.6228400756021375,-0.4277693679462645,-0.5032477897807857
-0.6218680545651649,-0.42734171620086653,-0.5024675674692546
-0.620896678058924,-0.4237591492034543,-0.5016878625099599
-0.6199259443479825,-0.42205823012533233,-0.5009086735099041
-0.6189558517021497,-0.4201565011798928,-0.5001299990802968
-0.6179863983964576,-0.4190398076942842,-0.4993518378365398
-0.6170175827111335,-0.4189367724722645,-0.4985741883982052
-0.6160494029315814,-0.4169464321969381,-0.4977970493890203
-0.615081857348353,-0.4156058436332389,-0.4970204194368442
-0.6141149442571312,-0.41392773321972504,-0.496244297173655
-0.6131486619587017,-0.4111559707234014,-0.49546868123552634
-0.6121830087589352,-0.41098078995654586,-0.4946935702626139
-0.6112179829687598,-0.41065079610162686,-0.4939189628991326
-0.6102535829041439,-0.4105751903831421,-0.493144857793343
-0.6092898068860692,-0.41046999511566146,-0.49237125359753003
-0.6083266532405106,-0.40911418377403325,-0.4915981489679864
-0.6073641202984156,-0.40829251488756363,-0.4908255425649963
-0.6064022063956782,-0.40775181273936284,-0.4900534330528142
-0.6054409098731218,-0.4070552449469364,-0.48928181909965146
-0.6044802290764733,-0.4053338335572553,-0.4885106993776554
-0.6035201623563445,-0.40516699962609004,-0.48774007256289437
-0.6025607080682095,-0.4042150477218073,-0.4869699373353394
-0.6016018645723821,-0.4036604184446005,-0.48620029237884643
-0.6006436302339967,-0.4031132960998702,-0.4854311363811408
-0.5996860034229852,-0.40301106485195404,-0.48466246803379864
-0.5987289825140572,-0.4029202913468406,-0.48389428603223106
-0.5977725658866784,-0.4026172390582466,-0.4831265890756669
-0.5968167519250498,-0.40244520212115326,-0.48235937586713573
-0.5958615390180886,-0.3993711020927914,-0.4815926451134529
-0.594906925559403,-0.3984863824007813,-0.48082639552519907
-0.5939529099472775,-0.39842363245437257,-0.48006062581670833
-0.592999490584648,-0.39791124755650514,-0.4792953347060487
-0.5920466658790844,-0.39699523199666786,-0.4785305209150076
-0.591094434242768,-0.394713980164142,-0.4777661831690738
-0.5901427940924737,-0.39398403163592716,-0.47700232019742367
-0.589191743849548,-0.3933234088429583,-0.47623893073290263
-0.5882412819398903,-0.392923533770758,-0.47547601351201096
-0.5872914067939329,-0.391399016321158,-0.4747135672748873
-0.5863421168466205,-0.39126009117250665,-0.4739515907652923
-0.5853934105373921,-0.3903076134955501,-0.4731900827305941
-0.5844452863101604,-0.38990037877830325,-0.4724290419217518
-0.5834977426132922,-0.3897553273272126,-0.4716684670932998
-0.5825507778995904,-0.3887555393919813,-0.47090835700333306
-0.5816043906262734,-0.3882252032614182,-0.47014871041349104
-0.5806585792549567,-0.38805201385155025,-0.46938952608894235
-0.579713342251634,-0.38771689729340253,-0.4686308027983702
-0.5787686780866579,-0.3876172078543151,-0.46787253931395656
-0.5778245852347214,-0.38499144923966666,-0.46711473441136714
-0.5768810621748386,-0.38485193005711854,-0.4663573868697364
-0.5759381073903277,-0.3842982491175519,-0.4656004954716533
-0.5749957193687907,-0.3842838321237611,-0.4648440590031455
-0.5740538966020945,-0.3838151886555645,-0.4640880762536641
-0.5731126375863563,-0.38156811919794636,-0.4633325460160717
-0.5721719408219204,-0.38127726581835636,-0.4625774670866239
-0.5712318048133425,-0.3789934388960498,-0.4618228382649568
-0.5702922280693733,-0.37788996725270585,-0.46106865835407373
-0.5693532091029374,-0.3778600816689739,-0.4603149261603282
-0.5684147464311169,-0.37781300378792154,-0.459561640493411
-0.567476838575134,-0.3761539596728767,-0.45880880016633613
-0.5665394840603325,-0.3749818409461018,-0.4580564039954258
-0.5656026814161604,-0.3748321597908778,-0.4573044508002966
-0.5646664291761526,-0.37405982861776266,-0.45655293940384556
-0.5637307258779145,-0.37260673409611283,-0.45580186863223715
-0.5627955700631013,-0.37243198892992885,-0.4550512373148865
-0.5618609602774041,-0.3704553398269541,-0.4543010442844482
-0.5609268950705325,-0.36760153680693153,-0.45355128837680253
-0.5599933729961951,-0.3673466132388751,-0.4528019684310395
-0.5590603926120847,-0.36661240116093224,-0.4520530832894474
-0.558127952479861,-0.36653735821563116,-0.4513046317974984
-0.5571960511651326,-0.3664030476616706,-0.45055661280383463
-0.5562646872374425,-0.3647345496407386,-0.44980902516025617
-0.5553338592702488,-0.3641394507398282,-0.44906186772170564
-0.5544035658409096,-0.3641049949580019,-0.4483151393462562
-0.5534738055306666,-0.363824561475058,-0.4475688388950983
-0.5525445769246283,-0.3624841744737328,-0.4468229652325261
-0.5516158786117535,-0.3620579265119143,-0.44607751722592437
-0.5506877091848359,-0.36152756979804834,-0.445332493745756
-0.5497600672404862,-0.36065381454679274,-0.44458789366554796
-0.5488329513791181,-0.3605549224999526,-0.4438437158618796
-0.5479063602049307,-0.3605544021172887,-0.4430999592143687
-0.5469802923258938,-0.35970843229261085,-0.4423566226056599
-0.5460547463537303,-0.3589182555459697,-0.44161370492141017
-0.5451297209039024,-0.35825346608744746,-0.44087120505027816
-0.544205214595595,-0.35767569261536475,-0.4401291218839104
-0.5432812260516993,-0.35655108534650104,-0.4393874543169286
-0.5423577538987984,-0.3544037450967517,-0.4386462012469179
-0.5414347967671523,-0.35385979741590895,-0.43790536157441473
-0.5405123532906799,-0.35354186112053204,-0.4371649342028924
-0.5395904221069462,-0.3527152468331593,-0.4364249180387509
-0.5386690018571475,-0.3522971381846572,-0.43568531199130506
-0.5377480911860931,-0.3522068967879828,-0.4349461149727698
-0.5368276887421929,-0.35123598137829193,-0.43420732589825006
-0.5359077931774413,-0.3492155859346997,-0.43346894368572814
-0.5349884031474028,-0.349185239863891,-0.4327309672560519
-0.534069517311197,-0.34842187126024765,-0.43199339553292276
-0.5331511343314824,-0.3480618193772731,-0.43125622744288283
-0.5322332528744439,-0.34676252103341626,-0.4305194619153047
-0.5313158716097773,-0.34668115027852414,-0.42978309788237934
-0.5303989892106733,-0.3454672634220051,-0.4290471342791027
-0.5294826043538048,-0.34532717742923913,-0.42831157004326587
-0.5285667157193126,-0.34416027497810525,-0.4275764041154438
-0.527651321990788,-0.34413588178804844,-0.42684163543898085
-0.5267364218552628,-0.3437241516437245,-0.426107262959983
-0.5258220140031915,-0.3429327470108151,-0.4253732856273038
-0.5249080971284399,-0.3423855814874925,-0.42463970239253473
-0.5239946699282678,-0.34227223452501876,-0.4239065122099917
-0.5230817311033185,-0.3416105501033118,-0.42317371403670634
-0.522169279357601,-0.3415868830836071,-0.42244130683241216
-0.5212573133984805,-0.34156357733767423,-0.42170928955953624
-0.5203458319366602,-0.34083170378041816,-0.42097766118318536
-0.5194348336861707,-0.3401611837739487,-0.420246420671137
-0.5185243173643548,-0.33850953175488796,-0.4195155669938271
-0.5176142816918535,-0.33848910511037134,-0.4187850991243393
-0.5167047253925937,-0.33842750905678426,-0.41805501603839457
-0.515795647193774,-0.3379032266903419,-0.41732531671434014
-0.5148870458258505,-0.33762315802352966,-0.41659600013313786
-0.5139789200225249,-0.335766899295285,-0.4158670652783547
-0.5130712685207299,-0.3348621522011843,-0.4151385111361514
-0.5121640900606165,-0.33225301109351496,-0.4144103366952716
-0.5112573833855413,-0.3320209254281513,-0.41368254094703233
-0.5103511472420518,-0.3314381364421994,-0.41295512288531155
-0.509445380379875,-0.3309661669104383,-0.41222808150653967
-0.508540081551903,-0.32884032362718396,-0.4115014158096875
-0.5076352495141804,-0.32854512232370586,-0.4107751247962563
-0.5067308830258931,-0.3285036950430993,-0.41004920747026874
-0.505826980849353,-0.32810041607674006,-0.40932366283825683
-0.5049235417499858,-0.3271444944338504,-0.4085984899092519
-0.5040205644963196,-0.32706398375142015,-0.4078736876947755
-0.5031180478599709,-0.3264303989628838,-0.4071492552088281
-0.5022159906156325,-0.3258748928675524,-0.40642519146787953
-0.5013143915410603,-0.3255477314698136,-0.4057014954908584
-0.5004132494170624,-0.32501153204145433,-0.4049781662991431
-0.4995125630274851,-0.3248801287272562,-0.40425520291655076
-0.49861233115920095,-0.32413778691912704,-0.40353260436932775
-0.49771255260209585,-0.3239817693308886,-0.4028103696861391
-0.4968132261490591,-0.32250651612060305,-0.4020884978980605
-0.4959143505959685,-0.32038800667149936,-0.40136698803856674
-0.49501592474167905,-0.31983379358865627,-0.40064583914352203
-0.49411794738801157,-0.31971325864453304,-0.39992505025117137
-0.4932204173397405,-0.3179222141846701,-0.39920462040213056
-0.49232333340458057,-0.3178153356727895,-0.3984845486393755
-0.49142669439317654,-0.3170490574386299,-0.39776483400823387
-0.49053049911909047,-0.3166801549760799,-0.3970454755563752
-0.48963474639878984,-0.31652010720556123,-0.396326472333801
-0.4887394350516368,-0.31651006295831596,-0.39560782339283634
-0.48784456389987435,-0.3164772933902026,-0.39488952778811864
-0.4869501317686175,-0.3160717202854855,-0.39417158457659063
-0.48605613748583915,-0.31455259809642444,-0.39345399281748905
-0.4851625798823596,-0.3141660396329765,-0.39273675157233623
-0.4842694577918355,-0.31299137869876265,-0.39201985990493105
-0.4833767700507472,-0.3128592803444637,-0.39130331688133907
-0.48248451549838905,-0.31190022177021565,-0.39058712156988445
-0.481592692976856,-0.31112890956909867,-0.3898712730411395
-0.4807013013310338,-0.30965426260310386,-0.3891557703679165
-0.4798103394085881,-0.3084555214077975,-0.38844061262525914
-0.47891980605995,-0.30825228264620425,-0.38772579889043096
-0.47802970013831025,-0.3081782392558526,-0.38701132824291057
-0.477140020499604,-0.30758868270770945,-0.38629719976437943
-0.4762507660025003,-0.3065546626289571,-0.3855834125387134
-0.4753619355083929,-0.30528299729673236,-0.38486996565197557
-0.4744735278813888,-0.30524914962802463,-0.38415685819240675
-0.47358554198829456,-0.30289217289738407,-0.38344408925041473
-0.4726979766986092,-0.30229497936604494,-0.38273165791856834
-0.4718108308845121,-0.3022454264846407,-0.3820195632915881
-0.4709241034208518,-0.30064139567517845,-0.38130780446633683
-0.4700377931851344,-0.3000077743075416,-0.3805963805418106
-0.46915189905751536,-0.2984785644644435,-0.3798852906191321
-0.4682664199207868,-0.2982110530918926,-0.37917453380154037
-0.46738135466036856,-0.29806976068941576,-0.37846410919438356
-0.46649670216429606,-0.2965909814834965,-0.37775401590510954
-0.4656124613232104,-0.29642316980894984,-0.3770442530432575
-0.4647286310303484,-0.29629061400955337,-0.3763348197204503
-0.4638452101815318,-0.29454376835932805,-0.37562571505038556
-0.4629621976751582,-0.29352842885012576,-0.3749169381488286
-0.4620795924121876,-0.2931275665774926,-0.37420848813360136
-0.46119739329613596,-0.29309764130259164,-0.37350036412457754
-0.460315599233062,-0.292800090242297,-0.3727925652436719
-0.459434209131559,-0.2921711637323673,-0.3720850906148336
-0.45855322190274456,-0.29161854815728233,-0.3713779393640378
-0.4576726364602477,-0.29040794724120617,-0.3706711106192759
-0.4567924517202039,-0.2902385047175437,-0.3699646035105509
-0.4559126666012405,-0.2899859748437936,-0.3692584171698662
-0.45503328002446886,-0.28849976331979577,-0.3685525507312188
-0.4541542909134748,-0.2882339115129176,-0.36784700333059217
-0.4532756981943081,-0.2857886430487802,-0.36714177410594734
-0.45239750079547175,-0.28564845317268495,-0.36643686219721466
-0.4515196976479144,-0.2848795525415498,-0.3657322667462874
-0.4506422876850185,-0.28486484235992654,-0.3650279868970126
-0.44976526984259235,-0.2847212806563464,-0.3643240217951842
-0.4488886430588595,-0.28438072413989296,-0.3636203705885351
-0.4480124062744487,-0.2841223620649272,-0.3629170324267286
-0.44713655843238576,-0.28362354819960367,-0.36221400646135216
-0.4462610984780824,-0.2834739320166616,-0.36151129184590836
-0.44538602535932864,-0.28288542957546137,-0.3608088877358088
-0.4445113380262815,-0.2827677171102218,-0.3601067932883651
-0.44363703543145727,-0.2807863058052312,-0.3594050076627824
-0.4427631165297207,-0.28076757884009,-0.35870353002015104
-0.44188958027827663,-0.2762864103324933,-0.35800235952343973
-0.44101642563666044,-0.2759907979073289,-0.3573014953374879
-0.44014365156672897,-0.2759618117397254,-0.3566009366289982
-0.43927125703265074,-0.2747959313805168,-0.355900682566529
-0.43839924100089817,-0.2744270618518657,-0.3552007323204878
-0.43752760244023625,-0.2740585783788645,-0.35450108506312256
-0.43665634032171585,-0.27405526766887645,-0.35380173996851566
-0.4357854536186634,-0.270302186707312,-0.35310269621257645
-0.4349149413066718,-0.26952630837071506,-0.3524039529730333
-0.43404480236359194,-0.2694527346416132,-0.351705509429427
-0.43317503576952276,-0.2679104099908759,-0.351007364763103
-0.432305640506805,-0.26779279828955027,-0.35030951815720596
-0.43143661556000956,-0.26759794809028414,-0.3496119687966709
-0.4305679599159291,-0.2666060036134372,-0.34891471586821593
-0.42969967256357117,-0.2662787313738863,-0.34821775856033715
-0.42883175249414635,-0.2652619829092372,-0.3475210960632991
-0.42796419870106356,-0.2647041951981913,-0.34682472756913074
-0.42709701017991714,-0.26409357256347515,-0.34612865227161516
-0.42623018592848216,-0.2640756656960939,-0.3454328693662861
-0.42536372494670277,-0.26364960698764106,-0.3447373780504181
-0.4244976262366847,-0.2635300998345097,-0.3440421775230211
-0.42363188880268826,-0.2635042647007042,-0.3433472669848341
-0.4227665116511166,-0.26248126356970686,-0.34265264563831643
-0.4219014937905107,-0.2621756655373551,-0.3419583126876432
-0.4210368342315387,-0.26210910613264793,-0.34126426733869714
-0.42017253198698784,-0.26096871509214337,-0.34057050879906176
-0.41930858607175775,-0.2608414558777974,-0.33987703627801624
-0.4184449955028494,-0.2600503143585348,-0.3391838489865265
-0.41758175929935953,-0.2594747973471866,-0.33849094613724057
-0.4167188764824702,-0.2594496837567571,-0.33779832694448036
-0.41585634607544253,-0.25858788914062303,-0.3371059906242368
-0.41499416710360715,-0.25793030864127586,-0.3364139363941617
-0.4141323385943567,-0.25783562247448605,-0.3357221634735621
-0.41327085957713616,-0.2571449079445964,-0.33503067108339246
-0.41240972908343876,-0.25592342876772173,-0.33433945844625135
-0.4115489461467929,-0.2558546714477712,-0.3336485247863708
-0.41068850980275784,-0.25571695026735924,-0.33295786932961313
-0.4098284190889144,-0.2552395398542576,-0.3322674913034632
-0.408968673044856,-0.25486602179585566,-0.33157738993702146
-0.4081092707121834,-0.2546441715692617,-0.33088756446099943
-0.40725021113449406,-0.25380090859836485,-0.33019801410771155
-0.40639149335737607,-0.25308744805887556,-0.32950873811107
-0.40553311642839956,-0.25306955889413085,-0.32881973570657796
-0.40467507939710895,-0.2522257220769179,-0.32813100613132323
-0.4038173813150156,-0.2515070040547366,-0.32744254862397243
-0.4029600212355895,-0.25008037305789477,-0.3267543624247645
-0.4021029982142525,-0.24954273635385488,-0.32606644677550506
-0.4012463113083696,-0.24949793287645472,-0.3253788009195592
-0.40038995957724277,-0.24898392519018153,-0.32469142410184715
-0.3995339420821004,-0.2487155198923468,-0.3240043155688352
-0.3986782578860939,-0.24866820357940725,-0.3233174745685332
-0.39782290605428605,-0.24792974812438898,-0.3226309003504854
-0.39696788565364766,-0.24774618384305244,-0.3219445921657675
-0.3961131957530461,-0.24652486877101965,-0.3212585492669774
-0.3952588354232396,-0.2464437850933255,-0.32057277090823094
-0.39440480373687187,-0.24529627909964732,-0.31988725634515736
-0.3935510997684601,-0.24241459230814905,-0.3192020048348896
-0.3926977225943922,-0.24206020564342925,-0.31851701563606233
-0.3918446712929159,-0.2405502863992342,-0.317832288008803
-0.39099194494413464,-0.24045683126122924,-0.3171478212147285
-0.390139542629998,-0.23991674183494865,-0.3164636145169378
-0.38928746343429516,-0.23956756743771712,-0.3157796671800063
-0.388435706442647,-0.23770159689549708,-0.3150959784699797
-0.3875842707425011,-0.2373205155963311,-0.3144125476543701
-0.3867331554231215,-0.23720057273929276,-0.31372937400214734
-0.3858823595755849,-0.2370580672831162,-0.31304645678373666
-0.38503188229277036,-0.23589939718798614,-0.31236379527100955
-0.38418172266935474,-0.23485330851711383,-0.311681388737281
-0.3833318798018038,-0.2319298996335239,-0.3109992364573016
-0.3824823527883662,-0.23188989649135552,-0.31031733770725317
-0.3816331407290671,-0.23162750698644455,-0.30963569176474354
-0.38078424272569905,-0.23012974266719785,-0.308954297908799
-0.37993565788181743,-0.23006126816439798,-0.30827315541986106
-0.3790873853027331,-0.22958101731737804,-0.3075922635797802
-0.37823942409550293,-0.22954795019823188,-0.3069116216718083
-0.37739177336892754,-0.22709138777854115,-0.3062312289805972
-0.3765444322335396,-0.22600357836245036,-0.3055510847921886
-0.3756973998016007,-0.22568739545387684,-0.30487118839401245
-0.3748506751870933,-0.22567465654385868,-0.3041915390748796
-0.37400425750571287,-0.22544548018599864,-0.30351213612497613
-0.3731581458748626,-0.2253399736210369,-0.3028329788358588
-0.37231233941364733,-0.2253205052833988,-0.30215406650045024
-0.37146683724286483,-0.22520934218288793,-0.301475398413032
-0.37062163848499974,-0.2248700930583301,-0.30079697386923965
-0.3697767422642188,-0.22360838392235222,-0.30011879216605897
-0.3689321477063614,-0.22191735592672374,-0.2994408526018182
-0.3680878539389353,-0.22137940925008245,-0.29876315447618484
-0.3672438600911097,-0.2182727475820967,-0.29808569709016014
-0.36640016529370706,-0.2181393657758166,-0.29740847974607215
-0.36555676867919873,-0.21792253286211508,-0.29673150174757257
-0.364713669381697,-0.21760666084016914,-0.2960547623996303
-0.3638708665369491,-0.21718059290996522,-0.29537826100852643
-0.363028359282332,-0.2170056190012249,-0.29470199688185034
-0.36218614675684346,-0.21585487472632825,-0.29402596932849234
-0.3613442281010982,-0.21540927667243331,-0.2933501776586406
-0.36050260245732024,-0.2132496604777536,-0.2926746211837752
-0.35966126896933615,-0.21211933875479483,-0.2919992992166623
-0.35882022678257003,-0.21143886093423186,-0.29132421107135054
-0.35797947504403654,-0.21136287013915264,-0.2906493560631653
-0.35713901290233435,-0.21063401578606952,-0.2899747335087033
-0.3562988395076406,-0.2096141637852493,-0.28930034272582833
-0.35545895401170396,-0.20865316080189764,-0.28862618303366566
-0.35461935556784,-0.20770367275058174,-0.28795225375259814
-0.35378004333092206,-0.20747483620650367,-0.2872785542042592
-0.3529410164573787,-0.20736278075182474,-0.2866050837115304
-0.3521022741051842,-0.20703519584389707,-0.28593184159853413
-0.3512638154338549,-0.20629714987434256,-0.28525882719063067
-0.35042563960444295,-0.20484077690791275,-0.2845860398144129
-0.34958774577952845,-0.20418323766974952,-0.28391347879770024
-0.3487501331232151,-0.20345443524490825,-0.283241143469535
-0.34791280080112413,-0.20088426176921545,-0.2825690331601776
-0.3470757479803865,-0.19970525425389152,-0.28189714720110043
-0.3462389738296402,-0.1995887620061537,-0.2812254849249854
-0.3454024775190208,-0.1991122360262019,-0.2805540456657165
-0.3445662582201582,-0.1990341018739595,-0.27988282875837717
-0.3437303151061692,-0.19795730087676744,-0.2792118335392445
-0.3428946473516527,-0.19789350016784307,-0.27854105934578516
-0.34205925413268184,-0.19786409172619557,-0.27787050551664905
-0.3412241346268016,-0.19666815296820886,-0.2772001713916676
-0.34038928801302004,-0.19391930325988171,-0.27653005631184663
-0.3395547134718027,-0.19346390098222058,-0.27586015961936183
-0.33872041018506954,-0.19245524417851,-0.27519048065755636
-0.33788637733618504,-0.1919910704634428,-0.2745210187709327
-0.33705261410995635,-0.1911809218240309,-0.2738517733051516
-0.33621911969262536,-0.19115869585690368,-0.27318274360702527
-0.33538589327186347,-0.19034211554103184,-0.2725139290245134
-0.33455293403676606,-0.19010437528244395,-0.2718453289067186
-0.3337202411778472,-0.18903991106255014,-0.2711769426038824
-0.33288781388703365,-0.18891311188339616,-0.27050876946738023
-0.33205565135765824,-0.1884661727315205,-0.269840808849716
-0.3312237527844568,-0.1881470704580751,-0.26917306010451997
-0.3303921173635606,-0.18727246311990037,-0.2685055225865423
-0.3295607442924905,-0.18639680031712055,-0.2678381956516487
-0.32872963277015377,-0.18621908010853908,-0.2671710786568177
-0.3278987819968352,-0.18597878732500253,-0.26650417096013346
-0.3270681911741949,-0.18547509720416555,-0.2658374719207842
-0.32623785950526163,-0.18545964901845524,-0.2651709808990566
-0.3254077861944259,-0.18506869207161228,-0.2645046972563305
-0.3245779704474365,-0.18396497122364686,-0.263838620355076
-0.3237484114713943,-0.18122337371397412,-0.2631727495588483
-0.3229191084747472,-0.1804335912795441,-0.262507084232284
-0.32209006066728363,-0.18009402523587786,-0.26184162374109593
-0.32126126726012905,-0.1791994867787709,-0.2611763674520696
-0.3204327274657395,-0.178192873839094,-0.26051131473305905
-0.3196044404978961,-0.1780725807904365,-0.25984646495298164
-0.3187764055716995,-0.1776916751161437,-0.259181817481814
-0.3179486219035669,-0.17744102233543593,-0.2585173716905895
-0.3171210887112234,-0.17724776149085114,-0.25785312695139145
-0.31629380521369904,-0.17694285013186725,-0.25718908263735035
-0.31546677063132306,-0.1757651636308039,-0.2565252381226398
-0.3146399841857188,-0.17541894334425884,-0.255861592782472
-0.3138134450997978,-0.17515393074149999,-0.25519814599309326
-0.3129871525977554,-0.17376606283061913,-0.2545348971317803
-0.3121611059050655,-0.17373091362558243,-0.2538718455768361
-0.3113353042484751,-0.17281265283528366,-0.2532089907075857
-0.3105097468559995,-0.17188831826625348,-0.2525463319043719
-0.30968443295691694,-0.17152299478009406,-0.25188386854855144
-0.3088593617817636,-0.17130698614103596,-0.2512216000224908
-0.30803453256232866,-0.17068747789203753,-0.2505595257095621
-0.30720994453164946,-0.1703298437841603,-0.2498976449941393
-0.306385596924005,-0.16956385180478556,-0.24923595726159326
-0.30556148897491364,-0.16838046898325923,-0.24857446189828936
-0.30473761992112613,-0.16811446895402074,-0.2479131582915824
-0.3039139890006204,-0.16805188040050412,-0.2472520458298121
-0.30309059545259803,-0.16774054665694657,-0.24659112390230048
-0.3022674385174781,-0.1669157717548359,-0.2459303918993467
-0.30144451743689293,-0.16646566348613445,-0.24526984921222386
-0.30062183145368315,-0.16487503436592726,-0.2446094952331749
-0.2997993798118921,-0.1648293521762358,-0.24394932935540814
-0.2989771617567617,-0.16479490805339,-0.2432893509730941
-0.2981551765347274,-0.16453475310741653,-0.2426295594813611
-0.2973334233934135,-0.1644635304120999,-0.24196995427629195
-0.29651190158162777,-0.16311692931369962,-0.24131053475491923
-0.29569061034935706,-0.1625313650057922,-0.2406513003152221
-0.29486954894776213,-0.16241915190442435,-0.23999225035612187
-0.29404871662917414,-0.1622910125573286,-0.2393333842774794
-0.29322811264708726,-0.16122123911472316,-0.23867470148008899
-0.2924077362561571,-0.1609442389379217,-0.23801620136567728
-0.29158758671219376,-0.16014815082872982,-0.23735788333689753
-0.2907676632721577,-0.16009062012166425,-0.23669974679732644
-0.2899479651941551,-0.15969002738973187,-0.23604179115146032
-0.2891284917374334,-0.15678475999528224,-0.2353840158047115
-0.2883092421623766,-0.15673634075348533,-0.23472642016340473
