model,fold_id,date,actual,forecast,forecast_error,predicted_direction,actual_direction,direction_correct,position,previous_position,turnover,gross_return,transaction_cost,net_return,cumulative_gross,cumulative_net
phase5_patchtst,2,2020-07-21,-0.010475246235728264,0.0002527394099161029,-0.010727985762059689,1.0,-1.0,False,1.0,-1.0,2.0,-0.010475246235728264,0.001,-0.011475246235728265,1.4885346044681804,1.4495575040895208
phase5_patchtst,2,2020-07-22,0.0035165369044989347,4.974333569407463e-05,0.00346679356880486,1.0,1.0,True,1.0,1.0,0.0,0.0035165369044989347,0.0,0.0035165369044989347,1.4937690913384165,1.454654926547845
phase5_patchtst,2,2020-07-23,-0.026467295363545418,0.00013636492076329887,-0.026603659614920616,1.0,-1.0,False,1.0,1.0,0.0,-0.026467295363545418,0.0,-0.026467295363545418,1.4542330635930278,1.4161541449548667
phase5_patchtst,2,2020-07-24,-0.00954112783074379,-0.0006818034453317523,-0.008859324268996716,-1.0,-1.0,True,-1.0,1.0,2.0,0.00954112783074379,0.001,0.008541127830743789,1.468108087148463,1.428249698534964
phase5_patchtst,2,2020-07-27,0.017685847356915474,-0.00040374789386987686,0.018089596182107925,-1.0,1.0,False,-1.0,-1.0,0.0,-0.017685847356915474,0.0,-0.017685847356915474,1.4421433516157023,1.402989892379114
phase5_patchtst,2,2020-07-28,-0.012806551530957222,7.887184619903564e-05,-0.012885423377156258,1.0,-1.0,False,1.0,-1.0,2.0,-0.012806551530957222,0.001,-0.013806551530957223,1.4236744684682083,1.3836194401325697
phase5_patchtst,2,2020-07-29,0.011460112407803535,4.629022441804409e-06,0.011455483734607697,1.0,1.0,True,1.0,1.0,0.0,0.011460112407803535,0.0,0.011460112407803535,1.439989937908974,1.399475874446111
phase5_patchtst,2,2020-07-30,0.005221743136644363,0.00024240347556769848,0.004979339428246021,1.0,1.0,True,1.0,1.0,0.0,0.005221743136644363,0.0,0.005221743136644363,1.447509195484087,1.4067835779883995
phase5_patchtst,2,2020-07-31,0.01768815517425537,-0.0005849836161360145,0.018273139372467995,-1.0,1.0,False,-1.0,1.0,2.0,-0.01768815517425537,0.001,-0.018688155174255372,1.421905428218203,1.3804933881863581
phase5_patchtst,2,2020-08-03,0.013416497968137264,-0.00029601133428514004,0.013712509535253048,-1.0,1.0,False,-1.0,-1.0,0.0,-0.013416497968137264,0.0,-0.013416497968137264,1.4028284369296302,1.3619720014487289
